0,0
1,17
2,16
3,9
4,8
5,5
6,9
7,3
8,11
9,18
10,12
11,6
12,16
13,8
14,3
15,15
16,12
17,5
18,15
19,9
20,5
21,15
22,8
23,10
24,18
25,0
26,11
27,2
28,12
29,17
30,11
31,8
32,1
33,13
34,2
35,2
36,4
37,4
38,1
39,0
40,11
41,11
42,9
43,12
44,11
45,0
46,17
47,3
48,11
49,9
50,17
51,0
52,11
53,10
54,6
55,11
56,6
57,10
58,0
59,18
60,9
61,14
62,10
63,14
64,17
65,12
66,4
67,0
68,14
69,0
70,8
71,1
72,18
73,5
74,15
75,5
76,10
77,14
78,2
79,13
80,16
81,6
82,6
83,2
84,10
85,10
86,5
87,2
88,0
89,5
90,2
91,18
92,11
93,8
94,9
95,14
96,9
97,15
98,17
99,12
100,1
101,3
102,6
103,17
104,15
105,10
106,1
107,9
108,10
109,15
110,10
111,1
112,9
113,11
114,8
115,4
116,13
117,14
118,18
119,13
120,18
121,0
122,11
123,9
124,11
125,8
126,4
127,6
128,0
129,3
130,14
131,14
132,10
133,16
134,5
135,2
136,17
137,1
138,9
139,12
140,14
141,16
142,15
143,12
144,17
145,12
146,16
147,0
148,15
149,1
150,13
151,8
152,1
153,17
154,7
155,1
156,9
157,14
158,10
159,0
160,17
161,0
162,9
163,16
164,14
165,13
166,3
167,10
168,3
169,18
170,11
171,5
172,18
173,18
174,18
175,13
176,14
177,12
178,3
179,10
180,18
181,8
182,18
183,13
184,1
185,1
186,5
187,15
188,16
189,17
190,16
191,13
192,0
193,10
194,16
195,9
196,9
197,0
198,4
199,18
200,8
201,6
202,4
203,5
204,2
205,11
206,9
207,14
208,8
209,0
210,4
211,4
212,5
213,12
214,9
215,5
216,11
217,13
218,0
219,5
220,3
221,4
222,16
223,8
224,1
225,1
226,1
227,9
228,7
229,4
230,13
231,17
232,7
233,0
234,4
235,7
236,15
237,0
238,4
239,3
240,9
241,17
242,14
243,18
244,2
245,8
246,17
247,16
248,2
249,2
250,6
251,9
252,4
253,14
